state_alpha,county_name,county_ansi,state_fips_code,year,"AG SERVICES, CUSTOMWORK - EXPENSE, MEASURED IN $","AG SERVICES, MACHINERY RENTAL - EXPENSE, MEASURED IN $","AG SERVICES, OTHER - EXPENSE, MEASURED IN $","AG SERVICES, UTILITIES - EXPENSE, MEASURED IN $","ANIMAL TOTALS - EXPENSE, MEASURED IN $","ANIMAL TOTALS, BREEDING - EXPENSE, MEASURED IN $","CHEMICAL TOTALS - EXPENSE, MEASURED IN $","DEPRECIATION - EXPENSE, MEASURED IN $","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $","FEED - EXPENSE, MEASURED IN $","FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - EXPENSE, MEASURED IN $","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","INTEREST - EXPENSE, MEASURED IN $","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","LABOR, CONTRACT - EXPENSE, MEASURED IN $","LABOR, HIRED - EXPENSE, MEASURED IN $","LABOR, HIRED, GE 150 DAYS - EXPENSE, MEASURED IN $","LABOR, HIRED, LT 150 DAYS - EXPENSE, MEASURED IN $","RENT, CASH, LAND & BUILDINGS - EXPENSE, MEASURED IN $","SEEDS & PLANTS TOTALS - EXPENSE, MEASURED IN $","SUPPLIES & REPAIRS, (EXCL LUBRICANTS) - EXPENSE, MEASURED IN $","TAXES, PROPERTY, REAL ESTATE & NON-REAL ESTATE, (EXCL PAID BY LANDLORD) - EXPENSE, MEASURED IN $","ANIMAL TOTALS, (EXCL BREEDING) - EXPENSE, MEASURED IN $"
SD,CLAY,027,46,2007,947000,263000,3118000,1125000,4137000,428000,4411000,6515000,59844000,4208000,10085000,3906000,4404000,1619000,2786000,95000,1187000,672000,245000,8071000,7134000,3990000,2765000,3709000
SD,CLAY,027,46,2012,1551000,423000,5656000,1550000,6320000,1105000,7322000,10664000,94383000,5972000,17984000,4816000,5204000,1447000,3758000,211000,1641000,385000,541000,13287000,14003000,5424000,3018000,5215000
SD,CODINGTON,029,46,2007,918000,274000,4366000,1562000,15683000,2463000,3899000,9280000,81438000,9301000,9571000,5348000,4694000,2269000,2425000,311000,2997000,943000,273000,7521000,6416000,6224000,2352000,13220000
SD,CODINGTON,029,46,2012,1698000,655000,9163000,2801000,18020000,2034000,7481000,13331000,136384000,19592000,16958000,8023000,6378000,2422000,3956000,744000,5687000,2095000,464000,13215000,13217000,9556000,3196000,15986000
SD,CORSON,031,46,2007,961000,223000,3462000,977000,NA,3814000,2373000,8208000,46422000,NA,4775000,4108000,3607000,1414000,2193000,189000,1806000,659000,329000,7130000,1908000,4066000,1582000,NA
SD,CORSON,031,46,2012,1552000,430000,5126000,1634000,8379000,3297000,5769000,9147000,82504000,12283000,9544000,6466000,5504000,1738000,3766000,160000,2640000,911000,472000,10758000,4748000,5583000,1931000,5082000
SD,CUSTER,033,46,2007,224000,44000,927000,499000,1011000,792000,98000,2856000,13425000,2962000,122000,1328000,1279000,285000,994000,93000,871000,389000,140000,1272000,90000,1352000,1252000,220000
SD,CUSTER,033,46,2012,296000,NA,1508000,NA,NA,1480000,262000,3456000,22959000,4833000,288000,2128000,3463000,545000,2918000,331000,1152000,237000,193000,1592000,294000,2029000,1554000,NA
SD,DAVISON,035,46,2007,628000,262000,3359000,1100000,7413000,921000,2904000,5823000,54184000,6293000,6617000,3198000,3081000,1374000,1707000,118000,1487000,834000,119000,7176000,4984000,3863000,1701000,6491000
SD,DAVISON,035,46,2012,1311000,507000,4120000,1192000,7601000,1169000,5595000,10141000,77854000,9792000,10662000,4043000,3494000,1242000,2252000,98000,2325000,1174000,325000,12063000,8790000,4136000,2123000,6432000
SD,DAY,037,46,2007,1697000,545000,5059000,1723000,NA,NA,5084000,11308000,74009000,NA,10423000,5746000,5380000,1985000,3395000,128000,3731000,1271000,201000,8189000,8494000,6211000,3007000,2127000
SD,DAY,037,46,2012,2661000,707000,10155000,2678000,4509000,2501000,8187000,13603000,121208000,8696000,17338000,7736000,6194000,2129000,4065000,440000,5947000,2286000,909000,15347000,17236000,9892000,3489000,2008000
SD,DEUEL,039,46,2007,1685000,292000,5072000,1695000,16229000,4332000,2866000,10120000,82302000,16626000,6952000,4520000,4858000,2260000,2598000,446000,3000000,1047000,394000,6065000,5191000,4707000,2098000,11898000
SD,DEUEL,039,46,2012,2227000,360000,9221000,2520000,15425000,2204000,5027000,14909000,126962000,25706000,13707000,5925000,6945000,1586000,5359000,227000,4542000,1396000,645000,13797000,10771000,6788000,3772000,13221000
SD,DEWEY,041,46,2007,585000,140000,2302000,1179000,4642000,3112000,1605000,5902000,39728000,3956000,2227000,4023000,2969000,1295000,1674000,211000,839000,309000,341000,8956000,1055000,3693000,1346000,1530000
SD,DEWEY,041,46,2012,1401000,149000,2967000,1513000,5249000,3015000,3366000,7193000,52887000,8103000,4721000,4471000,2794000,875000,1920000,356000,1621000,840000,314000,9236000,2036000,3389000,1513000,2234000
SD,DOUGLAS,043,46,2007,992000,162000,4247000,1561000,19371000,1651000,2377000,6147000,74278000,18201000,5258000,3061000,3376000,1434000,1942000,93000,2306000,665000,206000,3574000,3982000,4208000,1510000,17720000
SD,DOUGLAS,043,46,2012,1701000,422000,4638000,2156000,20347000,3639000,4765000,10609000,107746000,24425000,9660000,4835000,3921000,1264000,2657000,179000,2890000,1618000,322000,7727000,10681000,7075000,2324000,16707000
SD,EDMUNDS,045,46,2007,2229000,1061000,9421000,1870000,15785000,2769000,6588000,14932000,116567000,15933000,14420000,7179000,5089000,2267000,2822000,228000,4528000,1747000,245000,10706000,11552000,7606000,2373000,13017000
SD,EDMUNDS,045,46,2012,3541000,2473000,13627000,3131000,24250000,2952000,15523000,22538000,206187000,33257000,28478000,10420000,5400000,2179000,3221000,946000,4850000,1230000,545000,20448000,24470000,12281000,3092000,21298000
SD,FALL RIVER,047,46,2007,190000,128000,1795000,818000,NA,887000,251000,3818000,89899000,NA,261000,2117000,1855000,621000,1234000,325000,1774000,342000,179000,2176000,130000,2208000,1135000,NA
SD,FALL RIVER,047,46,2012,886000,NA,2436000,NA,NA,2513000,237000,4236000,106239000,46663000,468000,3454000,2386000,637000,1749000,225000,2617000,782000,213000,2268000,328000,2556000,1443000,NA
SD,FAULK,049,46,2007,2446000,459000,7140000,1298000,6576000,1558000,6403000,9837000,83610000,5507000,12376000,6047000,6406000,3248000,3158000,399000,2217000,636000,260000,9369000,9594000,5355000,2019000,5018000
SD,FAULK,049,46,2012,4600000,1355000,11727000,3278000,10671000,2559000,12002000,17288000,147424000,11066000,24574000,10060000,6304000,2869000,3435000,568000,4250000,2312000,559000,13995000,19547000,10036000,3389000,8113000
SD,GRANT,051,46,2007,1349000,608000,5575000,1884000,16976000,3182000,4425000,11426000,96581000,13422000,11050000,5943000,5212000,2256000,2957000,284000,5474000,1459000,474000,8833000,6898000,6576000,2074000,13794000
SD,GRANT,051,46,2012,2460000,1574000,16216000,3179000,26377000,5689000,7830000,16133000,196146000,37997000,21126000,9940000,10972000,3661000,7311000,1341000,6288000,2622000,399000,17433000,18425000,10772000,4215000,20688000
SD,GREGORY,053,46,2007,692000,172000,3377000,1284000,5501000,2313000,2375000,6507000,53042000,7654000,3810000,4606000,4564000,1377000,3187000,379000,2782000,1195000,518000,5435000,2801000,5138000,2472000,3188000
SD,GREGORY,053,46,2012,1629000,420000,4510000,2147000,6800000,2639000,4018000,9825000,82122000,14464000,7584000,5776000,5520000,1420000,4100000,554000,2590000,988000,617000,9325000,6956000,6963000,2867000,4162000
SD,HAAKON,055,46,2007,1299000,578000,2891000,942000,5613000,2291000,1989000,6748000,41652000,4341000,2814000,3323000,4051000,1536000,2515000,427000,1806000,984000,172000,4852000,1094000,3692000,1940000,3322000
SD,HAAKON,055,46,2012,2960000,291000,4511000,1684000,7257000,3484000,4738000,8180000,67813000,8440000,7224000,4511000,4993000,1827000,3166000,1060000,3156000,1922000,387000,5850000,3390000,5231000,2518000,3774000
SD,HAMLIN,057,46,2007,1364000,826000,4451000,1536000,10763000,2595000,3796000,9995000,78591000,8198000,9383000,5109000,5961000,2496000,3465000,67000,3369000,784000,156000,8553000,7435000,5730000,2050000,8168000
SD,HAMLIN,057,46,2012,2802000,1070000,9214000,2522000,13556000,4529000,6762000,13825000,143475000,24633000,17778000,7100000,7418000,2697000,4722000,281000,5173000,1481000,425000,17669000,16616000,8059000,2822000,9027000
SD,HAND,059,46,2007,2704000,1007000,9268000,2485000,19358000,4093000,10519000,16161000,121232000,8245000,15153000,7925000,7265000,2895000,4371000,459000,3484000,1362000,248000,11289000,10366000,8651000,3050000,15265000
SD,HAND,059,46,2012,4307000,2501000,10831000,3076000,27107000,6251000,18321000,23207000,214255000,23911000,32883000,12076000,10757000,3061000,7696000,1004000,7352000,2421000,378000,20789000,22528000,12710000,4101000,20857000
SD,HANSON,061,46,2007,646000,197000,2989000,2503000,2724000,846000,2563000,5882000,48991000,7340000,6760000,3205000,3166000,947000,2218000,92000,1003000,564000,53000,5742000,5190000,3315000,1556000,1878000
SD,HANSON,061,46,2012,1699000,251000,6582000,3049000,5411000,1214000,6332000,12454000,92590000,17263000,10013000,5450000,4001000,1468000,2532000,105000,1608000,887000,402000,10715000,10248000,7617000,2245000,4197000
SD,HARDING,063,46,2007,491000,173000,2709000,802000,4462000,2745000,825000,4964000,35008000,4975000,1480000,2881000,3931000,1455000,2475000,386000,1671000,613000,107000,4779000,382000,3596000,1467000,1717000
SD,HARDING,063,46,2012,736000,251000,3853000,1054000,8353000,4244000,1817000,7749000,52452000,10135000,2496000,4088000,3888000,1602000,2286000,560000,2941000,1088000,389000,5433000,757000,4066000,2025000,4108000
SD,HUGHES,065,46,2007,1910000,484000,3294000,847000,3167000,1015000,3887000,6676000,42627000,3473000,6244000,2696000,3491000,796000,2695000,433000,2036000,369000,202000,3854000,2383000,3047000,1381000,2152000
SD,HUGHES,065,46,2012,4358000,192000,5448000,2285000,5084000,3506000,9723000,7984000,79516000,6976000,13169000,4634000,5166000,1143000,4023000,973000,3497000,1406000,150000,4158000,7102000,4785000,1967000,1578000
SD,HUTCHINSON,067,46,2007,2154000,505000,7809000,2654000,17461000,3651000,8103000,16293000,138187000,26486000,14465000,8052000,10045000,4483000,5562000,320000,3905000,1877000,487000,12262000,10931000,9204000,3829000,13811000
SD,HUTCHINSON,067,46,2012,2514000,929000,13672000,3934000,17552000,3473000,11917000,28761000,210096000,48770000,24276000,11101000,9547000,2945000,6602000,794000,4927000,3048000,637000,18034000,21950000,14078000,6100000,14080000
SD,HYDE,069,46,2007,1075000,164000,3084000,627000,2206000,1635000,2614000,5265000,35391000,2670000,4453000,2552000,2667000,839000,1828000,234000,1884000,722000,99000,4746000,2437000,2622000,1356000,571000
SD,HYDE,069,46,2012,2238000,360000,5972000,1054000,3552000,1693000,4131000,9429000,62708000,6997000,9474000,3823000,2866000,761000,2105000,90000,2953000,1390000,247000,7660000,5568000,4180000,1790000,1859000
SD,JACKSON,071,46,2007,528000,79000,1865000,774000,3416000,2000000,1129000,4722000,29359000,2863000,2156000,3201000,2497000,860000,1636000,127000,992000,530000,245000,4332000,956000,3257000,1186000,1416000
SD,JACKSON,071,46,2012,837000,233000,2468000,1124000,4050000,2837000,2112000,6944000,39355000,5228000,2381000,3258000,3192000,820000,2373000,948000,1779000,1004000,276000,5580000,1466000,3423000,1276000,1213000
SD,JERAULD,073,46,2007,989000,258000,3096000,736000,12909000,1585000,2109000,5104000,50020000,6852000,3781000,2761000,2564000,1031000,1532000,141000,1485000,275000,190000,5765000,2741000,2794000,1039000,11324000
SD,JERAULD,073,46,2012,1615000,203000,3243000,1126000,10109000,1905000,5652000,7607000,75049000,11880000,9406000,4473000,2795000,1239000,1556000,116000,2031000,584000,162000,9751000,6121000,4704000,1824000,8204000
SD,JONES,075,46,2007,632000,24000,1578000,390000,1347000,489000,1284000,3620000,19131000,1359000,1667000,2256000,1406000,427000,978000,70000,1117000,378000,73000,2271000,892000,1882000,959000,858000
SD,JONES,075,46,2012,2065000,210000,2643000,1872000,3394000,2206000,4861000,4723000,47976000,4412000,6365000,3685000,3124000,785000,2339000,303000,1817000,1010000,121000,5148000,3124000,3496000,1459000,1188000
SD,KINGSBURY,077,46,2007,1544000,510000,5211000,1972000,33476000,1500000,4878000,11510000,124244000,14072000,12842000,7412000,6112000,2521000,3591000,94000,2639000,1056000,438000,12804000,10532000,7452000,2695000,31976000
SD,KINGSBURY,077,46,2012,3551000,1550000,13122000,3187000,39876000,3839000,12173000,18148000,207747000,34012000,23465000,10166000,7423000,3114000,4309000,205000,5081000,1314000,751000,16341000,23227000,10425000,3942000,36037000
SD,LAKE,079,46,2007,700000,346000,4770000,1509000,16649000,2421000,5034000,11420000,91432000,9517000,11737000,5615000,5363000,2585000,2778000,144000,1888000,501000,401000,9837000,10110000,5767000,2444000,14228000
SD,LAKE,079,46,2012,1140000,332000,6242000,2262000,16099000,2516000,7573000,13847000,127128000,21728000,16138000,6943000,6316000,2059000,4256000,411000,2848000,1105000,478000,13478000,14117000,8694000,2809000,13583000
SD,LAWRENCE,081,46,2007,172000,53000,907000,225000,1642000,420000,122000,1125000,9567000,1896000,67000,719000,542000,175000,366000,65000,947000,463000,50000,746000,69000,834000,561000,1222000
SD,LAWRENCE,081,46,2012,268000,6000,1138000,468000,4635000,606000,288000,1942000,18980000,4143000,506000,1044000,1053000,203000,850000,300000,826000,NA,NA,1859000,381000,1211000,855000,4029000
SD,LINCOLN,083,46,2007,1345000,474000,5855000,1753000,24630000,1114000,10518000,11027000,121234000,9992000,13664000,5598000,6019000,2796000,3223000,469000,3376000,769000,405000,14890000,12277000,6791000,3583000,23516000
SD,LINCOLN,083,46,2012,2589000,1163000,8481000,2763000,19867000,3042000,11882000,18930000,189916000,26465000,27571000,6287000,7074000,2469000,4606000,359000,4508000,2468000,673000,33657000,23138000,9851000,4261000,16825000
SD,LYMAN,085,46,2007,3036000,232000,4524000,1244000,7837000,1935000,5905000,7443000,68527000,4501000,8725000,5986000,4621000,1838000,2783000,543000,2415000,1114000,324000,7213000,3278000,6210000,2256000,5902000
SD,LYMAN,085,46,2012,5282000,671000,5262000,1780000,6913000,2769000,10135000,10944000,105586000,10790000,16291000,6830000,6238000,2711000,3527000,575000,3533000,1570000,733000,12901000,7704000,7707000,2973000,4144000
SD,MARSHALL,091,46,2007,1594000,919000,8207000,2403000,46537000,NA,3947000,13707000,140800000,20126000,9690000,7244000,6147000,2343000,3804000,406000,6304000,3390000,410000,7939000,8262000,8335000,2739000,NA
SD,MARSHALL,091,46,2012,6255000,1291000,12435000,5149000,30726000,4556000,7417000,20930000,231341000,72311000,17958000,10308000,8916000,3290000,5625000,968000,10696000,2313000,567000,14571000,17265000,11590000,3487000,26170000
SD,MCCOOK,087,46,2007,1165000,803000,5858000,1703000,13810000,6144000,5207000,10052000,99233000,12883000,12056000,5382000,6072000,2627000,3445000,263000,3597000,1779000,614000,11250000,9924000,6062000,3198000,7666000
SD,MCCOOK,087,46,2012,1843000,741000,11984000,2606000,10976000,3643000,8625000,16693000,155163000,22529000,24177000,7007000,7187000,2262000,4925000,445000,3989000,2323000,401000,21005000,19714000,8862000,3474000,7333000
SD,MCPHERSON,089,46,2007,1435000,176000,3653000,1238000,11113000,1575000,2279000,8116000,60266000,12875000,4085000,4425000,2979000,1353000,1626000,37000,1923000,752000,618000,4219000,2862000,4941000,2026000,9538000
SD,MCPHERSON,089,46,2012,3764000,501000,10090000,2491000,11841000,4211000,5018000,13146000,112850000,20855000,11436000,6572000,5396000,2008000,3387000,112000,2853000,909000,737000,11656000,10140000,7445000,2679000,7630000
SD,MEADE,093,46,2007,1024000,210000,5461000,1619000,7733000,3977000,1929000,16544000,64430000,8952000,2470000,6071000,6796000,2237000,4559000,667000,3079000,1398000,538000,6884000,894000,6519000,4121000,3755000
SD,MEADE,093,46,2012,1505000,187000,6696000,2527000,20283000,6228000,1908000,12273000,95055000,17569000,3069000,7392000,8152000,2306000,5846000,938000,3658000,1666000,609000,8176000,1404000,7258000,4334000,14055000
SD,MELLETTE,095,46,2007,331000,107000,1830000,645000,11619000,1305000,442000,4671000,42060000,11704000,564000,2175000,1675000,630000,1044000,163000,1040000,427000,95000,4248000,394000,4070000,1054000,10314000
SD,MELLETTE,095,46,2012,944000,198000,2230000,993000,4578000,2044000,1055000,5044000,37435000,6486000,1333000,2875000,1950000,758000,1192000,267000,1412000,794000,240000,7134000,1385000,3110000,1483000,2534000
SD,MINER,097,46,2007,605000,142000,2410000,919000,11283000,1591000,2998000,6967000,53887000,5444000,5224000,2853000,3863000,1426000,2437000,100000,1017000,358000,115000,7141000,4957000,3205000,1724000,9691000
SD,MINER,097,46,2012,1292000,79000,5266000,1648000,17498000,4147000,5944000,14026000,107774000,15933000,12691000,5455000,6118000,2321000,3797000,379000,1964000,954000,647000,12274000,11073000,7407000,2752000,13352000
SD,MINNEHAHA,099,46,2007,2399000,1033000,9875000,2510000,28033000,5619000,6561000,15994000,153917000,18476000,14658000,8360000,8419000,3614000,4805000,304000,7253000,1735000,528000,16327000,15523000,9398000,4788000,22415000
SD,MINNEHAHA,099,46,2012,2969000,1346000,17530000,3559000,22013000,5274000,13088000,25854000,218733000,36606000,25878000,11697000,9241000,2839000,6402000,850000,8685000,2269000,1141000,26774000,21302000,11823000,5370000,16739000
SD,MOODY,101,46,2007,2700000,962000,6059000,1872000,22391000,3670000,4633000,12413000,121913000,20051000,13687000,5571000,7189000,2780000,4409000,92000,4963000,524000,437000,14370000,8880000,5885000,2607000,18721000
SD,MOODY,101,46,2012,1762000,892000,5832000,2199000,19689000,7973000,5477000,15838000,150157000,33324000,17680000,6046000,6346000,1924000,4422000,149000,5549000,4108000,543000,19524000,14560000,8169000,2958000,11716000
SD,OGLALA LAKOTA,102,46,2007,270000,295000,947000,412000,1973000,1054000,839000,2458000,20292000,1730000,1196000,1641000,1198000,451000,747000,176000,856000,256000,225000,5850000,430000,1769000,711000,919000
SD,OGLALA LAKOTA,102,46,2012,1094000,306000,1777000,631000,3334000,1199000,1342000,3684000,28597000,4322000,1233000,2307000,2500000,1187000,1313000,234000,1025000,180000,311000,5056000,836000,1980000,621000,2135000
SD,PENNINGTON,103,46,2007,830000,82000,2897000,1060000,11874000,1806000,2172000,5939000,49823000,5014000,3218000,3407000,3968000,1428000,2540000,232000,2867000,996000,254000,4430000,995000,3667000,3110000,10068000
SD,PENNINGTON,103,46,2012,1273000,132000,3974000,1394000,7013000,2897000,3203000,7938000,56408000,8667000,2716000,4557000,4453000,1128000,3324000,465000,3119000,1198000,316000,5913000,2493000,4203000,2833000,4115000
SD,PERKINS,105,46,2007,996000,165000,3770000,1144000,6487000,3739000,1224000,12833000,48609000,5722000,2703000,4520000,5446000,1287000,4159000,348000,1705000,546000,352000,5893000,1340000,4521000,2626000,2747000
SD,PERKINS,105,46,2012,2460000,NA,5126000,NA,16488000,6718000,4150000,12863000,89825000,14933000,6011000,6167000,7601000,2043000,5558000,573000,3267000,1408000,739000,8231000,2931000,6499000,3403000,9770000
SD,POTTER,107,46,2007,2161000,402000,3562000,1027000,2828000,787000,5803000,9237000,55369000,1612000,12425000,4035000,3344000,1195000,2149000,257000,1788000,617000,52000,5667000,5314000,3150000,1995000,2041000
SD,POTTER,107,46,2012,5198000,1244000,9957000,NA,NA,1058000,12647000,9759000,112736000,5413000,23547000,7034000,5697000,2108000,3589000,703000,3031000,1454000,458000,10162000,12981000,5809000,2881000,NA
SD,ROBERTS,109,46,2007,1978000,1022000,6265000,1839000,12086000,1519000,5510000,13108000,102556000,8291000,13116000,7673000,7481000,2678000,4803000,210000,3212000,1193000,478000,11878000,10447000,8223000,3324000,10567000
SD,ROBERTS,109,46,2012,3568000,1345000,11092000,3006000,10833000,2453000,9404000,19444000,173333000,17346000,24756000,11297000,9424000,3938000,5486000,339000,6049000,1506000,905000,24994000,23429000,11900000,4552000,8380000
SD,SANBORN,111,46,2007,990000,201000,2983000,741000,NA,1325000,2231000,7956000,50122000,NA,5127000,3463000,3224000,1453000,1771000,126000,1428000,121000,447000,5972000,3950000,3661000,2025000,NA
SD,SANBORN,111,46,2012,1921000,888000,9750000,1221000,15917000,4204000,4906000,12705000,100858000,13064000,10933000,5083000,3933000,1450000,2483000,252000,2845000,1066000,541000,12651000,9206000,5726000,2562000,11713000
SD,SPINK,115,46,2007,2823000,1089000,10660000,2615000,25053000,2997000,10527000,20904000,166326000,13258000,26411000,9994000,8817000,3484000,5333000,270000,4209000,1676000,709000,15109000,21656000,10447000,3387000,22056000
SD,SPINK,115,46,2012,5399000,1349000,18168000,4221000,28433000,5770000,20281000,32884000,291578000,36632000,43467000,15778000,11429000,4435000,6994000,754000,8918000,4305000,1451000,31363000,40710000,18492000,6182000,22663000
